Transaction ID,Customer ID,Customer Name,Order Date,Sales Person Name,Product ID,Category,Product Name,Dollar Sales,Returns,Quantity
127138,SC-20695,Steve Chapman,10/08/2022,Samuel Washington,J-2001,Jeans,Black Denim,125,0,5
127138,SC-20695,Steve Chapman,02/10/2022,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
168543,SC-20695,Steve Chapman,02/10/2022,Samuel Washington,J-2003,Jeans,Chinos,240,0,6
155481,SC-20770,Stewart Carmichael,13/03/2021,Alex Ferguson,J-2001,Jeans,Black Denim,125,0,5
155481,SC-20770,Stewart Carmichael,12/06/2021,John Blake,J-2001,Jeans,Black Denim,25,0,1
130288,SC-20770,Stewart Carmichael,18/06/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
105480,SC-20770,Stewart Carmichael,18/06/2021,Saul Goodman,J-2001,Jeans,Black Denim,75,0,3
139087,SC-20845,Sung Chung,21/08/2022,Mike Davidson,J-2003,Jeans,Chinos,40,0,1
139087,SD-20485,Shirley Daniels,15/04/2022,Samuel Washington,J-2001,Jeans,Black Denim,100,0,4
139087,SF-20065,Sandra Flanagan,16/12/2021,John Blake,J-2002,Jeans,Blue Denim,45,0,3
139087,SF-20065,Sandra Flanagan,01/11/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,150,0,10
111290,SF-20065,Sandra Flanagan,01/11/2022,Alex Ferguson,J-2001,Jeans,Black Denim,25,0,1
111290,SF-20965,Sylvia Foulston,11/08/2022,Samuel Washington,J-2002,Jeans,Blue Denim,60,0,4
133046,SF-20965,Sylvia Foulston,12/11/2022,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
133046,SG-20080,Sandra Glassco,22/12/2022,Samuel Washington,J-2002,Jeans,Blue Denim,45,0,3
133046,SG-20890,Susan Gilcrest,01/08/2021,Samuel Washington,J-2003,Jeans,Chinos,80,0,2
133046,SH-19975,Sally Hughsby,25/07/2021,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
165099,SH-19975,Sally Hughsby,26/12/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
102456,SH-19975,Sally Hughsby,18/09/2022,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
154060,SH-19975,Sally Hughsby,27/10/2022,Samuel Washington,J-2003,Jeans,Chinos,80,0,2
125402,SH-20395,Shahid Hopkins,10/09/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
125402,SJ-20125,Sanjit Jacobs,15/03/2021,John Blake,J-2002,Jeans,Blue Denim,210,0,14
125402,SJ-20125,Sanjit Jacobs,15/03/2021,John Blake,J-2001,Jeans,Black Denim,50,0,2
125402,SJ-20125,Sanjit Jacobs,10/12/2021,Mike Davidson,J-2003,Jeans,Chinos,480,39,12
121615,SJ-20125,Sanjit Jacobs,10/04/2022,Alex Ferguson,J-2003,Jeans,Chinos,40,0,1
149783,SJ-20125,Sanjit Jacobs,11/08/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,60,0,4
149783,SJ-20500,Shirley Jackson,21/04/2022,Samuel Washington,J-2003,Jeans,Chinos,160,0,4
114034,SK-19990,Sally Knutson,23/04/2022,Saul Goodman,J-2003,Jeans,Chinos,80,0,2
155159,SL-20155,Sara Luxemburg,10/12/2021,Alex Ferguson,J-2001,Jeans,Black Denim,25,0,1
145226,SM-20320,Sean Miller,12/10/2022,John Blake,J-2001,Jeans,Black Denim,50,0,2
145226,SM-20950,Suzanne McNair,01/02/2021,Mike Davidson,J-2003,Jeans,Chinos,160,0,4
143329,SM-20950,Suzanne McNair,30/05/2022,Mike Davidson,J-2003,Jeans,Chinos,160,0,4
106558,SM-20950,Suzanne McNair,05/12/2022,Saul Goodman,J-2001,Jeans,Black Denim,125,0,5
127649,SN-20560,Skye Norling,26/06/2021,Samuel Washington,J-2001,Jeans,Black Denim,225,0,9
144750,SN-20560,Skye Norling,06/02/2022,Mike Davidson,J-2002,Jeans,Blue Denim,75,0,5
142643,SN-20710,Steve Nguyen,26/09/2021,Mike Davidson,J-2001,Jeans,Black Denim,150,0,6
120530,SN-20710,Steve Nguyen,26/09/2021,Mike Davidson,J-2002,Jeans,Blue Denim,75,0,5
155299,SN-20710,Steve Nguyen,18/11/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
114552,SO-20335,Sean O'Donnell,14/01/2022,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
163153,SO-20335,Sean O'Donnell,09/09/2022,John Blake,J-2001,Jeans,Black Denim,100,0,4
128769,SO-20335,Sean O'Donnell,01/12/2022,Mike Davidson,J-2003,Jeans,Chinos,280,18,7
160500,SP-20545,Sibella Parks,21/04/2021,Samuel Washington,J-2002,Jeans,Blue Denim,45,0,3
136231,SP-20545,Sibella Parks,09/10/2021,Alex Ferguson,J-2003,Jeans,Chinos,160,0,4
136231,SP-20620,Stefania Perrino,08/12/2021,Mike Davidson,J-2003,Jeans,Chinos,280,26,7
139717,SP-20650,Stephanie Phelps,08/03/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
139717,SP-20860,Sung Pak,28/09/2022,John Blake,J-2002,Jeans,Blue Denim,30,0,2
105389,SP-20920,Susan Pistek,12/11/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
129861,SP-20920,Susan Pistek,21/10/2022,Samuel Washington,J-2003,Jeans,Chinos,80,0,2
144554,SR-20425,Sharelle Roach,17/04/2022,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
114482,SR-20740,Steven Roelle,03/04/2021,Samuel Washington,J-2002,Jeans,Blue Denim,45,0,3
114482,SR-20740,Steven Roelle,23/10/2021,Alex Ferguson,J-2003,Jeans,Chinos,400,8,10
157854,SS-20140,Saphhira Shifley,03/06/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
108854,SS-20140,Saphhira Shifley,18/09/2022,John Blake,J-2002,Jeans,Blue Denim,105,0,7
149195,SS-20140,Saphhira Shifley,18/09/2022,John Blake,J-2002,Jeans,Blue Denim,60,0,4
149195,SS-20140,Saphhira Shifley,18/09/2022,John Blake,J-2001,Jeans,Black Denim,125,0,5
114951,SS-20140,Saphhira Shifley,17/10/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
114860,SS-20410,Shahid Shariari,11/09/2022,John Blake,J-2001,Jeans,Black Denim,100,0,4
114860,SS-20875,Sung Shariari,27/08/2021,Samuel Washington,J-2001,Jeans,Black Denim,25,0,1
136882,SS-20875,Sung Shariari,27/08/2021,Samuel Washington,J-2002,Jeans,Blue Denim,15,0,1
133144,ST-20530,Shui Tom,20/06/2022,Alex Ferguson,J-2003,Jeans,Chinos,240,0,6
102771,ST-20530,Shui Tom,27/08/2022,John Blake,J-2003,Jeans,Chinos,160,0,4
140760,SU-20665,Stephanie Ulpright,01/07/2021,Alex Ferguson,J-2003,Jeans,Chinos,360,10,9
115777,SU-20665,Stephanie Ulpright,05/09/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
117450,SU-20665,Stephanie Ulpright,13/03/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
117450,SV-20365,Seth Vernon,10/11/2021,Alex Ferguson,J-2001,Jeans,Black Denim,150,0,6
102309,SV-20365,Seth Vernon,20/09/2022,Alex Ferguson,J-2001,Jeans,Black Denim,225,0,9
102309,SV-20365,Seth Vernon,20/09/2022,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
133207,SV-20785,Stewart Visinsky,26/05/2021,Mike Davidson,J-2003,Jeans,Chinos,280,38,7
118003,SV-20815,Stuart Van,26/08/2021,John Blake,J-2001,Jeans,Black Denim,25,0,1
118003,SV-20935,Susan Vittorini,28/12/2022,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
118003,SW-20245,Scot Wooten,12/03/2021,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
166618,SW-20245,Scot Wooten,19/09/2021,Mike Davidson,J-2002,Jeans,Blue Denim,105,0,7
142174,SW-20455,Shaun Weien,21/07/2022,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
154872,SZ-20035,Sam Zeldin,03/07/2022,Alex Ferguson,J-2003,Jeans,Chinos,160,0,4
157350,SZ-20035,Sam Zeldin,03/07/2022,Alex Ferguson,J-2001,Jeans,Black Denim,150,0,6
152534,TB-21055,Ted Butterfield,17/06/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,75,0,5
159009,TB-21055,Ted Butterfield,17/06/2021,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
162390,TB-21055,Ted Butterfield,27/08/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,45,0,3
102974,TB-21055,Ted Butterfield,27/08/2021,Alex Ferguson,J-2001,Jeans,Black Denim,225,0,9
152072,TB-21055,Ted Butterfield,02/09/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
169691,TB-21055,Ted Butterfield,02/09/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,45,0,3
132381,TB-21175,Thomas Boland,12/04/2021,John Blake,J-2003,Jeans,Chinos,120,0,3
139822,TB-21280,Toby Braunhardt,26/05/2021,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
162558,TB-21280,Toby Braunhardt,26/05/2021,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
162558,TB-21355,Todd Boyes,25/01/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,75,0,5
162558,TB-21355,Todd Boyes,27/08/2021,Samuel Washington,J-2003,Jeans,Chinos,200,0,5
162558,TB-21355,Todd Boyes,18/05/2022,John Blake,J-2001,Jeans,Black Denim,50,0,2
162558,TB-21355,Todd Boyes,06/08/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
148404,TB-21400,Tom Boeckenhauer,11/06/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
148404,TB-21520,Tracy Blumstein,23/07/2022,Mike Davidson,J-2001,Jeans,Black Denim,225,0,9
138478,TB-21520,Tracy Blumstein,14/09/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
164189,TB-21625,Trudy Brown,08/05/2021,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
127425,TC-21295,Toby Carlisle,03/12/2022,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
127425,TC-21475,Tony Chapman,15/12/2021,John Blake,J-2002,Jeans,Blue Denim,45,0,3
148810,TC-21535,Tracy Collins,18/11/2021,Mike Davidson,J-2001,Jeans,Black Denim,25,0,1
143574,TC-21535,Tracy Collins,07/12/2022,Mike Davidson,J-2001,Jeans,Black Denim,150,0,6
143574,TD-20995,Tamara Dahlen,08/07/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
161956,TH-21115,Thea Hudgings,08/07/2021,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
161956,TH-21115,Thea Hudgings,02/11/2022,Saul Goodman,J-2002,Jeans,Blue Denim,45,0,3
161956,TH-21235,Tiffany House,26/05/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
161956,TH-21235,Tiffany House,21/11/2021,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
161956,TH-21235,Tiffany House,08/06/2022,Samuel Washington,J-2001,Jeans,Black Denim,75,0,3
134404,TH-21550,Tracy Hopkins,26/06/2022,Samuel Washington,J-2003,Jeans,Chinos,40,0,1
140158,TH-21550,Tracy Hopkins,21/08/2022,Alex Ferguson,J-2003,Jeans,Chinos,200,0,5
160241,TM-21010,Tamara Manning,29/01/2022,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
131954,TM-21010,Tamara Manning,29/01/2022,Samuel Washington,J-2002,Jeans,Blue Denim,75,0,5
131954,TM-21010,Tamara Manning,18/09/2022,Samuel Washington,J-2003,Jeans,Chinos,80,0,2
144848,TN-21040,Tanja Norvell,22/04/2021,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
144848,TP-21415,Tom Prescott,09/02/2022,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
125717,TP-21415,Tom Prescott,17/09/2022,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
125717,TP-21565,Tracy Poddar,04/11/2021,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
125717,TP-21565,Tracy Poddar,04/11/2021,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
125717,TR-21325,Toby Ritter,14/08/2021,John Blake,J-2001,Jeans,Black Denim,75,0,3
119074,TR-21325,Toby Ritter,08/09/2021,Mike Davidson,J-2001,Jeans,Black Denim,175,0,7
119074,TS-21205,Thomas Seio,01/08/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
127243,TS-21205,Thomas Seio,15/06/2022,John Blake,J-2002,Jeans,Blue Denim,120,0,8
127243,TS-21205,Thomas Seio,15/06/2022,John Blake,J-2003,Jeans,Chinos,200,0,5
146325,TS-21370,Todd Sumrall,24/11/2022,Alex Ferguson,J-2001,Jeans,Black Denim,25,0,1
154907,TS-21505,Tony Sayre,25/09/2021,Saul Goodman,J-2001,Jeans,Black Denim,25,0,1
134285,TS-21610,Troy Staebel,16/06/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
125745,TS-21610,Troy Staebel,13/10/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
139773,TS-21655,Trudy Schmidt,25/12/2021,John Blake,J-2003,Jeans,Chinos,120,0,3
168389,TS-21655,Trudy Schmidt,02/01/2022,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
168389,TS-21655,Trudy Schmidt,06/05/2022,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
168389,TT-21070,Ted Trevino,11/05/2021,Mike Davidson,J-2001,Jeans,Black Denim,25,0,1
152002,TT-21220,Thomas Thornton,30/06/2022,Mike Davidson,J-2003,Jeans,Chinos,200,0,5
145233,TT-21265,Tim Taslimi,02/10/2021,Saul Goodman,J-2001,Jeans,Black Denim,75,0,3
145233,TT-21265,Tim Taslimi,19/11/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
145233,TW-21025,Tamara Willingham,13/03/2021,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
145233,TW-21025,Tamara Willingham,21/07/2022,Alex Ferguson,J-2003,Jeans,Chinos,40,0,1
127971,TW-21025,Tamara Willingham,27/10/2022,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
127971,VB-21745,Victoria Brennan,27/11/2021,Samuel Washington,J-2003,Jeans,Chinos,240,0,6
127971,VB-21745,Victoria Brennan,08/03/2022,John Blake,J-2003,Jeans,Chinos,320,40,8
103226,VB-21745,Victoria Brennan,06/11/2022,John Blake,J-2002,Jeans,Blue Denim,15,0,1
101581,VF-21715,Vicky Freymann,17/12/2022,Samuel Washington,J-2002,Jeans,Blue Denim,60,0,4
151141,VG-21805,Vivek Grady,24/03/2021,Samuel Washington,J-2001,Jeans,Black Denim,25,0,1
164399,VM-21685,Valerie Mitchum,16/03/2022,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
164399,VM-21835,Vivian Mathis,12/05/2021,Mike Davidson,J-2003,Jeans,Chinos,40,0,1
132297,VW-21775,Victoria Wilson,02/12/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
128706,VW-21775,Victoria Wilson,02/12/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
101210,WB-21850,William Brown,15/01/2021,Alex Ferguson,J-2001,Jeans,Black Denim,225,0,9
132521,WB-21850,William Brown,11/12/2021,Mike Davidson,J-2003,Jeans,Chinos,40,0,1
148516,WB-21850,William Brown,11/12/2021,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
165820,XP-21865,Xylona Preis,03/11/2021,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
164147,XP-21865,Xylona Preis,03/11/2021,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
164147,XP-21865,Xylona Preis,03/11/2021,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
126060,XP-21865,Xylona Preis,03/11/2021,Mike Davidson,J-2003,Jeans,Chinos,120,0,3
123134,XP-21865,Xylona Preis,06/10/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
168956,XP-21865,Xylona Preis,06/10/2022,Alex Ferguson,J-2001,Jeans,Black Denim,25,0,1
168956,XP-21865,Xylona Preis,09/10/2022,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
168956,YC-21895,Yoseph Carroll,06/09/2021,Samuel Washington,J-2003,Jeans,Chinos,160,0,4
121447,ZC-21910,Zuschuss Carroll,20/03/2021,Mike Davidson,J-2003,Jeans,Chinos,160,0,4
104633,ZC-21910,Zuschuss Carroll,20/03/2021,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
104633,ZC-21910,Zuschuss Carroll,19/06/2022,Samuel Washington,J-2001,Jeans,Black Denim,25,0,1
108581,ZC-21910,Zuschuss Carroll,19/06/2022,Samuel Washington,J-2003,Jeans,Chinos,40,0,1
108581,ZC-21910,Zuschuss Carroll,19/06/2022,Samuel Washington,J-2003,Jeans,Chinos,320,9,8
102813,ZD-21925,Zuschuss Donatelli,08/07/2021,John Blake,J-2002,Jeans,Blue Denim,30,0,2
102813,ZD-21925,Zuschuss Donatelli,11/06/2022,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
137547,AA-10375,Allen Armold,14/11/2021,John Blake,SH-1001,Shirts,Full Sleeve Shirt,46,0,2
128223,AA-10375,Allen Armold,11/12/2022,Saul Goodman,SH-1003,Shirts,T Shirt,30,0,2
107797,AA-10480,Andrew Allen,26/08/2021,Jane Austin,SH-1003,Shirts,T Shirt,45,0,3
147277,AA-10480,Andrew Allen,26/08/2021,Jane Austin,SH-1001,Shirts,Full Sleeve Shirt,69,0,3
166380,AB-10015,Aaron Bergman,10/11/2021,Jane Austin,SH-1002,Shirts,Half Sleeve Shirt,36,0,2
147340,AB-10060,Adam Bellavance,01/09/2021,Alex Ferguson,SH-1003,Shirts,T Shirt,15,0,1
145548,AB-10060,Adam Bellavance,07/05/2022,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,23,0,1
145548,AB-10060,Adam Bellavance,06/11/2022,Mike Davidson,SH-1002,Shirts,Half Sleeve Shirt,54,0,3
122707,AB-10105,Adrian Barton,18/05/2022,Mike Davidson,SH-1003,Shirts,T Shirt,30,0,2
161739,AB-10105,Adrian Barton,05/06/2022,Jane Austin,SH-1003,Shirts,T Shirt,45,0,3
161459,AB-10105,Adrian Barton,03/08/2022,Jane Austin,SH-1003,Shirts,T Shirt,45,0,3
161459,AB-10105,Adrian Barton,19/09/2022,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,46,0,2
156951,AB-10105,Adrian Barton,19/09/2022,Mike Davidson,SH-1002,Shirts,Half Sleeve Shirt,36,0,2
156951,AB-10150,Aimee Bixby,04/09/2022,Alex Ferguson,SH-1003,Shirts,T Shirt,60,0,4
156951,AB-10255,Alejandro Ballentine,26/06/2021,Jane Austin,SH-1003,Shirts,T Shirt,30,0,2
144939,AB-10255,Alejandro Ballentine,02/06/2022,Saul Goodman,SH-1003,Shirts,T Shirt,15,0,1
159989,AB-10255,Alejandro Ballentine,17/07/2022,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,46,0,2
148999,AB-10600,Ann Blume,10/11/2022,Mike Davidson,SH-1003,Shirts,T Shirt,30,0,2
130967,AB-10600,Ann Blume,10/11/2022,Mike Davidson,SH-1003,Shirts,T Shirt,90,0,6
122728,AB-10600,Ann Blume,10/11/2022,Mike Davidson,SH-1003,Shirts,T Shirt,30,0,2
116400,AC-10615,Ann Chong,23/02/2022,Mike Davidson,SH-1002,Shirts,Half Sleeve Shirt,90,0,5
106551,AC-10615,Ann Chong,02/09/2022,Saul Goodman,SH-1003,Shirts,T Shirt,45,0,3
164630,AC-10615,Ann Chong,02/09/2022,Alex Ferguson,SH-1002,Shirts,Half Sleeve Shirt,36,0,2
135461,AC-10615,Ann Chong,02/09/2022,Alex Ferguson,SH-1002,Shirts,Half Sleeve Shirt,54,0,3
121370,AC-10660,Anna Chung,17/03/2021,Mike Davidson,SH-1003,Shirts,T Shirt,30,0,2
121370,AC-10660,Anna Chung,27/06/2021,Mike Davidson,SH-1003,Shirts,T Shirt,30,0,2
121370,AD-10180,Alan Dominguez,22/01/2022,Mike Davidson,SH-1003,Shirts,T Shirt,75,0,5
149895,AD-10180,Alan Dominguez,13/11/2022,Alex Ferguson,SH-1001,Shirts,Full Sleeve Shirt,92,0,4
162635,AF-10870,Art Ferguson,06/05/2021,Jane Austin,SH-1001,Shirts,Full Sleeve Shirt,46,0,2
169369,AF-10870,Art Ferguson,22/05/2021,Saul Goodman,SH-1001,Shirts,Full Sleeve Shirt,115,0,5
169369,AF-10870,Art Ferguson,22/05/2021,Alex Ferguson,SH-1003,Shirts,T Shirt,75,0,5
140074,AF-10870,Art Ferguson,22/05/2021,Saul Goodman,SH-1002,Shirts,Half Sleeve Shirt,36,0,2
161102,AG-10270,Alejandro Grove,13/09/2021,Jane Austin,SH-1003,Shirts,T Shirt,75,0,5
118311,AG-10270,Alejandro Grove,13/09/2021,Jane Austin,SH-1003,Shirts,T Shirt,45,0,3
149916,AG-10330,Alex Grayson,03/08/2021,Jane Austin,SH-1002,Shirts,Half Sleeve Shirt,216,0,12
134838,AG-10330,Alex Grayson,10/12/2022,Mike Davidson,SH-1002,Shirts,Half Sleeve Shirt,72,0,4
133102,AG-10675,Anna Gayman,08/09/2021,Jane Austin,SH-1002,Shirts,Half Sleeve Shirt,36,0,2
133102,AG-10675,Anna Gayman,29/07/2022,John Blake,SH-1003,Shirts,T Shirt,75,0,5
133102,AG-10675,Anna Gayman,07/09/2022,Jane Austin,SH-1003,Shirts,T Shirt,15,0,1
150861,AH-10075,Adam Hart,17/12/2021,Jane Austin,SH-1003,Shirts,T Shirt,45,0,3
150861,AH-10120,Adrian Hane,30/06/2021,Jane Austin,SH-1001,Shirts,Full Sleeve Shirt,161,0,7
150861,AH-10120,Adrian Hane,18/12/2021,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,69,0,3
141719,AH-10120,Adrian Hane,18/12/2021,Mike Davidson,SH-1002,Shirts,Half Sleeve Shirt,54,0,3
167570,AH-10120,Adrian Hane,17/08/2022,John Blake,SH-1001,Shirts,Full Sleeve Shirt,138,0,6
136301,AH-10210,Alan Hwang,23/11/2022,Jane Austin,SH-1002,Shirts,Half Sleeve Shirt,90,0,5
158155,AH-10465,Amy Hunt,14/05/2022,Saul Goodman,SH-1002,Shirts,Half Sleeve Shirt,54,0,3
158155,AH-10690,Anna HÑberlin,30/05/2021,John Blake,SH-1002,Shirts,Half Sleeve Shirt,108,0,6
158155,AH-10690,Anna HÑberlin,04/10/2021,John Blake,SH-1003,Shirts,T Shirt,45,0,3
119046,AH-10690,Anna HÑberlin,15/11/2021,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,46,0,2
100944,AJ-10780,Anthony Jacobs,14/05/2022,Alex Ferguson,SH-1002,Shirts,Half Sleeve Shirt,54,0,3
135776,AJ-10795,Anthony Johnson,05/01/2021,John Blake,SH-1003,Shirts,T Shirt,90,0,6
135776,AJ-10795,Anthony Johnson,05/01/2021,John Blake,SH-1002,Shirts,Half Sleeve Shirt,36,0,2
111423,AJ-10795,Anthony Johnson,12/09/2021,John Blake,SH-1002,Shirts,Half Sleeve Shirt,54,0,3
121755,AM-10705,Anne McFarland,04/04/2022,Jane Austin,SH-1001,Shirts,Full Sleeve Shirt,92,0,4
110156,AM-10705,Anne McFarland,21/07/2022,John Blake,SH-1002,Shirts,Half Sleeve Shirt,72,0,4
110156,AP-10720,Anne Pryor,06/12/2021,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,115,0,5
110156,AP-10720,Anne Pryor,06/12/2021,Mike Davidson,SH-1003,Shirts,T Shirt,30,0,2
153080,AP-10915,Arthur Prichep,10/12/2021,Mike Davidson,SH-1003,Shirts,T Shirt,75,0,5
160458,AP-10915,Arthur Prichep,23/09/2022,Mike Davidson,SH-1002,Shirts,Half Sleeve Shirt,36,0,2
124100,AR-10345,Alex Russell,08/09/2022,Jane Austin,SH-1001,Shirts,Full Sleeve Shirt,138,0,6
107790,AR-10405,Allen Rosenblatt,19/06/2022,Alex Ferguson,SH-1001,Shirts,Full Sleeve Shirt,184,0,8
152814,AR-10510,Andrew Roberts,26/12/2021,Alex Ferguson,SH-1001,Shirts,Full Sleeve Shirt,69,0,3
167381,AR-10825,Anthony Rawles,11/12/2021,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,69,0,3
144862,AR-10825,Anthony Rawles,11/12/2021,Mike Davidson,SH-1002,Shirts,Half Sleeve Shirt,72,0,4
136126,AR-10825,Anthony Rawles,21/07/2022,Mike Davidson,SH-1002,Shirts,Half Sleeve Shirt,162,0,9
156097,AS-10045,Aaron Smayling,02/01/2022,John Blake,SH-1001,Shirts,Full Sleeve Shirt,46,0,2
112725,AS-10045,Aaron Smayling,01/08/2022,Jane Austin,SH-1001,Shirts,Full Sleeve Shirt,69,0,3
124744,AS-10090,Adam Shillingsburg,16/09/2022,Alex Ferguson,SH-1001,Shirts,Full Sleeve Shirt,69,0,3
125752,AS-10090,Adam Shillingsburg,16/09/2022,Alex Ferguson,SH-1001,Shirts,Full Sleeve Shirt,46,0,2
160486,AS-10225,Alan Schoenberger,02/12/2021,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,69,0,3
112984,AS-10285,Alejandro Savely,05/11/2021,Saul Goodman,SH-1002,Shirts,Half Sleeve Shirt,36,0,2
123085,AS-10285,Alejandro Savely,11/12/2022,Jane Austin,SH-1001,Shirts,Full Sleeve Shirt,161,0,7
123085,AS-10630,Ann Steele,29/09/2022,Jane Austin,SH-1001,Shirts,Full Sleeve Shirt,69,0,3
142594,AT-10435,Alyssa Tate,24/11/2021,Mike Davidson,SH-1003,Shirts,T Shirt,30,0,2
142594,AT-10735,Annie Thurman,30/05/2021,Jane Austin,SH-1002,Shirts,Half Sleeve Shirt,90,0,5
142594,AT-10735,Annie Thurman,30/05/2021,Jane Austin,SH-1002,Shirts,Half Sleeve Shirt,90,0,5
142594,AT-10735,Annie Thurman,01/08/2022,Jane Austin,SH-1003,Shirts,T Shirt,30,0,2
110989,AW-10840,Anthony Witt,02/09/2022,Mike Davidson,SH-1003,Shirts,T Shirt,30,0,2
113061,AW-10930,Arthur Wiediger,31/08/2022,Mike Davidson,SH-1003,Shirts,T Shirt,60,0,4
158358,AY-10555,Andy Yotov,18/12/2021,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,161,0,7
136595,AZ-10750,Annie Zypern,05/02/2021,Mike Davidson,SH-1003,Shirts,T Shirt,60,0,4
128398,BB-11545,Brenda Bowman,11/11/2021,Jane Austin,SH-1003,Shirts,T Shirt,60,0,4
122035,BB-11545,Brenda Bowman,25/11/2021,Jane Austin,SH-1001,Shirts,Full Sleeve Shirt,184,0,8
122035,BB-11545,Brenda Bowman,02/12/2022,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,23,0,1
122035,BC-11125,Becky Castell,04/04/2021,Alex Ferguson,SH-1002,Shirts,Half Sleeve Shirt,54,0,3
114258,BC-11125,Becky Castell,19/05/2022,Mike Davidson,SH-1003,Shirts,T Shirt,15,0,1
155670,BD-11320,Bill Donatelli,24/06/2021,Mike Davidson,SH-1002,Shirts,Half Sleeve Shirt,72,0,4
149720,BD-11320,Bill Donatelli,15/08/2021,Mike Davidson,SH-1003,Shirts,T Shirt,45,0,3
152730,BD-11320,Bill Donatelli,18/09/2021,Mike Davidson,SH-1003,Shirts,T Shirt,30,0,2
152730,BD-11320,Bill Donatelli,10/06/2022,Mike Davidson,SH-1001,Shirts,Full Sleeve Shirt,69,0,3
